course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
BUILDING SCIENCES CAPSTONE,LEC,5,MR,4:00PM,5:50PM,John Clifford Loercher,Peoples Ave Complex J 3401,10,0,10,ARCH,2024-08-28,2024-12-20,FALL 2024,69774,4530,01,ARCH-4530,Building Sciences Capstone,"This course offers the students the opportunity to demonstrate a comprehensive knowledge of issues and practices in an important subject within the building sciences through a self-initiated and faculty-directed independent design, research, or research/design project. This is required of all architecture undergraduates in the B.S. in Building Sciences program. This is a communication-intensive course.",Prerequisite or Corequisite: ARCH 4520,When Offered: Spring term annually.,['ARCH 4520'],['ARCH 4520'],Architecture
FINAL PROJECT DESIGN RESEARCH SEMINAR,LEC,3,M,10:00AM,12:50PM,Carla Leitao,Greene Building STU,80,52,28,ARCH,2024-08-28,2024-12-20,FALL 2024,67658,4910,01,ARCH-4910,Final Project Design Research Seminar,"This seminar is the first required course of the two-semester, 5th-year Final Project course sequence in the undergraduate program and as such serves as a prerequisite to the spring semester ARCH 4920. The Design Research Seminar provides a forum for readings and discussions as well as theoretical, historical, and disciplinary investigations as they relate to the respective Final Project instructor's thematic framework. The seminar also covers fundamentals related to standard methods of research and analysis. This 3-credit course is required of all architecture undergraduates in the B.Arch. program.",Prerequisites: ARCH 4790 and ARCH 4830,When Offered: Fall term annually.,"['ARCH 4790', 'ARCH 4830']","['ARCH 4790', 'ARCH 4830']",Architecture
FINAL PROJECT DESIGN RESEARCH SEMINAR,LEC,3,M,10:00AM,12:50PM,Edward Jeremy Keller,Greene Building STU,20,0,20,ARCH,2024-08-28,2024-12-20,FALL 2024,67659,4910,02,ARCH-4910,Final Project Design Research Seminar,"This seminar is the first required course of the two-semester, 5th-year Final Project course sequence in the undergraduate program and as such serves as a prerequisite to the spring semester ARCH 4920. The Design Research Seminar provides a forum for readings and discussions as well as theoretical, historical, and disciplinary investigations as they relate to the respective Final Project instructor's thematic framework. The seminar also covers fundamentals related to standard methods of research and analysis. This 3-credit course is required of all architecture undergraduates in the B.Arch. program.",Prerequisites: ARCH 4790 and ARCH 4830,When Offered: Fall term annually.,"['ARCH 4790', 'ARCH 4830']","['ARCH 4790', 'ARCH 4830']",Architecture
FINAL PROJECT DESIGN RESEARCH SEMINAR,LEC,3,M,10:00AM,12:50PM,Ryosuke Imaeda,Greene Building STU,20,0,20,ARCH,2024-08-28,2024-12-20,FALL 2024,67660,4910,03,ARCH-4910,Final Project Design Research Seminar,"This seminar is the first required course of the two-semester, 5th-year Final Project course sequence in the undergraduate program and as such serves as a prerequisite to the spring semester ARCH 4920. The Design Research Seminar provides a forum for readings and discussions as well as theoretical, historical, and disciplinary investigations as they relate to the respective Final Project instructor's thematic framework. The seminar also covers fundamentals related to standard methods of research and analysis. This 3-credit course is required of all architecture undergraduates in the B.Arch. program.",Prerequisites: ARCH 4790 and ARCH 4830,When Offered: Fall term annually.,"['ARCH 4790', 'ARCH 4830']","['ARCH 4790', 'ARCH 4830']",Architecture
FINAL PROJECT DESIGN RESEARCH SEMINAR,LEC,3,M,10:00AM,12:50PM,Caleb White,Greene Building STU,20,0,20,ARCH,2024-08-28,2024-12-20,FALL 2024,67661,4910,04,ARCH-4910,Final Project Design Research Seminar,"This seminar is the first required course of the two-semester, 5th-year Final Project course sequence in the undergraduate program and as such serves as a prerequisite to the spring semester ARCH 4920. The Design Research Seminar provides a forum for readings and discussions as well as theoretical, historical, and disciplinary investigations as they relate to the respective Final Project instructor's thematic framework. The seminar also covers fundamentals related to standard methods of research and analysis. This 3-credit course is required of all architecture undergraduates in the B.Arch. program.",Prerequisites: ARCH 4790 and ARCH 4830,When Offered: Fall term annually.,"['ARCH 4790', 'ARCH 4830']","['ARCH 4790', 'ARCH 4830']",Architecture
FINAL PROJECT DESIGN RESEARCH SEMINAR,LEC,3,M,10:00AM,12:50PM,Christianna Grace Bennett,Greene Building STU,20,1,19,ARCH,2024-08-28,2024-12-20,FALL 2024,69077,4910,05,ARCH-4910,Final Project Design Research Seminar,"This seminar is the first required course of the two-semester, 5th-year Final Project course sequence in the undergraduate program and as such serves as a prerequisite to the spring semester ARCH 4920. The Design Research Seminar provides a forum for readings and discussions as well as theoretical, historical, and disciplinary investigations as they relate to the respective Final Project instructor's thematic framework. The seminar also covers fundamentals related to standard methods of research and analysis. This 3-credit course is required of all architecture undergraduates in the B.Arch. program.",Prerequisites: ARCH 4790 and ARCH 4830,When Offered: Fall term annually.,"['ARCH 4790', 'ARCH 4830']","['ARCH 4790', 'ARCH 4830']",Architecture
GLOBAL CHANGEMAKERS,LEC,3,,,,Ciro Najle,TBA,18,18,0,ARCH,2024-08-28,2024-12-20,FALL 2024,69203,4972,50,ARCH-4972,Global Changemakers,,,,[],[],Architecture
CERAMIC ASSEMBLIES,LEC,2,F,12:00PM,1:50PM,John Rhett Russo,Low Center for Industrial Inn. 3130,3,0,3,ARCH,2024-08-28,2024-12-20,FALL 2024,68991,6967,02,ARCH-6967,Ceramic Assemblies,,,,[],[],Architecture
STRUCTURES 1,LEC,3,TF,10:00AM,11:20AM,Marc Anthony Tatarsky,Academy Hall AUD,90,72,18,ARCH,2024-08-28,2024-12-20,FALL 2024,65332,2330,01,ARCH-2330,Structures 1,"Through in-class presentations, homework, exams, and worked problems, students will learn the basicprinciples of structural systems, when to apply them, and how they resist gravitational and lateral forces. In addition, students will learn the principles of statics and apply them to basic structural analyses of common structural elements. It is recognized that intuitions of building technologies are not acquired quickly but result from much study, observation, and practice. Structures 1 makes use of the approaches above to ensure that the beginning student is provided with a broad, solid base for future structural investigations. This course is required of all second-year architecture undergraduates in the B.Arch.",Prerequisite: ARCH 2510;except M.Arch. students.,When Offered: Fall term annually.,['ARCH 2510'],['ARCH 2510'],Architecture
STRUCTURES 1,LEC,3,TF,10:00AM,11:20AM,Ukwatte Lokuliyanage Indika Upendra Perera,Academy Hall AUD,45,0,45,ARCH,2024-08-28,2024-12-20,FALL 2024,69772,2330,03,ARCH-2330,Structures 1,"Through in-class presentations, homework, exams, and worked problems, students will learn the basicprinciples of structural systems, when to apply them, and how they resist gravitational and lateral forces. In addition, students will learn the principles of statics and apply them to basic structural analyses of common structural elements. It is recognized that intuitions of building technologies are not acquired quickly but result from much study, observation, and practice. Structures 1 makes use of the approaches above to ensure that the beginning student is provided with a broad, solid base for future structural investigations. This course is required of all second-year architecture undergraduates in the B.Arch.",Prerequisite: ARCH 2510;except M.Arch. students.,When Offered: Fall term annually.,['ARCH 2510'],['ARCH 2510'],Architecture
BEDFORD SEMINAR,LEC,3,W,12:00PM,1:50PM,James Norman Richardson,Troy Building 2015,12,7,5,ARCH,2024-08-28,2024-12-20,FALL 2024,67203,4020,01,ARCH-4020,Bedford Seminar,"This interdisciplinary seminar consists of students from both the School of Architecture and Civil Engineering department. Presentation of a variety of structural typologies bears direct relation to practical experience and the necessity for constructive interdisciplinary discourse. Specific structural typologies are examined through historic and contemporary project examples that are critically deconstructed and critically analyzed with respect to their basic engineering principles and architectural concepts. Students will be exposed to the collaborative methods inherent within the architect/engineer relationship. The course consists of lectures concerning each topic, case studies, and presentations of relevant projects, an interdisciplinary design project and discussion of the projects and presentations with respect to interdisciplinary discourse. Content and delivery may vary by instructor. Taught with CIVL 4020.",Prerequisites/Corequisites: ARCH 2330 and ARCH 4330,When Offered: Fall and spring terms annually.,"['ARCH 2330', 'ARCH 4330']","['ARCH 2330', 'ARCH 4330']",Architecture
