course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
MASTER'S PROJECT,LEC,1-9,,,,Alexandros Tsamis,TBA,10,1,9,ARCH,2024-05-20,2024-08-16,SUMMER 2024,20077,6980,01,ARCH-6980,MASTER'S Project,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.","Prerequisites: ARCH 6630, ARCH 6750",,"['ARCH 6630', 'ARCH 6750']","['ARCH 6630', 'ARCH 6750']",Architecture
MASTER'S PROJECT,LEC,3,,,,Nadarajah Narendran,TBA,10,1,9,LGHT,2024-05-20,2024-08-16,SUMMER 2024,19508,6980,01,LGHT-6980,MASTER'S Project,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",,,[],[],Architecture
PROGRAMMING FOR BIOMED ENGR,LEC,3,MR,10:30AM,12:35PM,George Jiren Lee,Jonsson Engineering Center 3207,12,10,2,BMED,2024-05-20,2024-08-16,SUMMER 2024,19863,2050,01,BMED-2050,Programming For Biomed Engr,"Introduction of number systems - decimal, binary and hexadecimal -; variable types including Boolean, integer, float, character and string; general overview of computer architecture and software, programming in ""C/C++"" including input/output, control statements, operators, functions, arrays, strings, classes, objects, inheritance, pointers, references, file processing, exceptions and operator overloading; overview of other programming languages including Matlab, R and Python; design of algorithms for applications that are relevant for biomedical engineering applications.",Prerequisites: ENGR 1100,When Offered: Fall and Spring terms annually,['ENGR 1100'],['ENGR 1100'],Engineering
BIOMEDICAL ENGINEERING LAB,LEC,4,T,10:30AM,12:35PM,Monica Agarwal,Folsom Library 107,12,2,10,BMED,2024-05-20,2024-08-16,SUMMER 2024,19627,4010,01,BMED-4010,Biomedical Engineering Lab,"Theory and practice of biomedical measurements. An introduction to instrumentation and procedures for measurement of membrane transport, bioelectrical potentials, cell counting, biomechanical and biomaterial properties using invasive and noninvasive techniques. Transducers studied include strain gauge, differential transformer, spectrophometer, biopotential electrodes, microscope with camera, mechanical testing machine, piezoelectric transducer (or sensor). Also studied are instruments for determination of material properties.","Prerequisites: BMED 2100, BMED 2300, and BMED 2540","When Offered: Fall, Spring, and Summer terms annually.","['BMED 2100', 'BMED 2300', 'BMED 2540']","['BMED 2100', 'BMED 2300', 'BMED 2540']",Engineering
BIOMEDICAL ENGINEERING LAB,LEC,4,T,1:00PM,3:50PM,Monica Agarwal,Jonsson Engineering Center 5213,12,2,10,BMED,2024-05-20,2024-08-16,SUMMER 2024,19627,4010,01,BMED-4010,Biomedical Engineering Lab,"Theory and practice of biomedical measurements. An introduction to instrumentation and procedures for measurement of membrane transport, bioelectrical potentials, cell counting, biomechanical and biomaterial properties using invasive and noninvasive techniques. Transducers studied include strain gauge, differential transformer, spectrophometer, biopotential electrodes, microscope with camera, mechanical testing machine, piezoelectric transducer (or sensor). Also studied are instruments for determination of material properties.","Prerequisites: BMED 2100, BMED 2300, and BMED 2540","When Offered: Fall, Spring, and Summer terms annually.","['BMED 2100', 'BMED 2300', 'BMED 2540']","['BMED 2100', 'BMED 2300', 'BMED 2540']",Engineering
BIOMEDICAL ENGINEERING LAB,LEC,4,T,10:30AM,12:35PM,Monica Agarwal,Folsom Library 107,12,7,5,BMED,2024-05-20,2024-08-16,SUMMER 2024,19545,4010,02,BMED-4010,Biomedical Engineering Lab,"Theory and practice of biomedical measurements. An introduction to instrumentation and procedures for measurement of membrane transport, bioelectrical potentials, cell counting, biomechanical and biomaterial properties using invasive and noninvasive techniques. Transducers studied include strain gauge, differential transformer, spectrophometer, biopotential electrodes, microscope with camera, mechanical testing machine, piezoelectric transducer (or sensor). Also studied are instruments for determination of material properties.","Prerequisites: BMED 2100, BMED 2300, and BMED 2540","When Offered: Fall, Spring, and Summer terms annually.","['BMED 2100', 'BMED 2300', 'BMED 2540']","['BMED 2100', 'BMED 2300', 'BMED 2540']",Engineering
BIOMEDICAL ENGINEERING LAB,LEC,4,R,1:00PM,3:50PM,Monica Agarwal,Jonsson Engineering Center 5213,12,7,5,BMED,2024-05-20,2024-08-16,SUMMER 2024,19545,4010,02,BMED-4010,Biomedical Engineering Lab,"Theory and practice of biomedical measurements. An introduction to instrumentation and procedures for measurement of membrane transport, bioelectrical potentials, cell counting, biomechanical and biomaterial properties using invasive and noninvasive techniques. Transducers studied include strain gauge, differential transformer, spectrophometer, biopotential electrodes, microscope with camera, mechanical testing machine, piezoelectric transducer (or sensor). Also studied are instruments for determination of material properties.","Prerequisites: BMED 2100, BMED 2300, and BMED 2540","When Offered: Fall, Spring, and Summer terms annually.","['BMED 2100', 'BMED 2300', 'BMED 2540']","['BMED 2100', 'BMED 2300', 'BMED 2540']",Engineering
BIOMATERIALS SCI & ENGINEERING,LEC,4,TF,10:30AM,12:35PM,Mariah Somer Hahn,Low Center for Industrial Inn. 4040,29,19,10,BMED,2024-05-20,2024-08-16,SUMMER 2024,19864,2100,01,BMED-2100,Biomaterials Sci & Engineering,"Presents structure-property relationships of implant materials including metals, polymers, ceramics, and composites, with an emphasis on mechanical and surface properties in the broader context of implant design. Biological performance of biomaterials, case studies of traditional implants-as well as emerging, tissue-engineered materials- are emphasized.",,When Offered: Spring term annually.,[],[],Engineering
BIOIMAGING/ BIOINSTRUMENTATION,LEC,4,TF,1:30PM,3:35PM,Hisham S. Mohamed,Jonsson Engineering Center 3207,20,16,4,BMED,2024-05-20,2024-08-16,SUMMER 2024,19916,2300,01,BMED-2300,BIOIMAGING/ Bioinstrumentation,"This course serves as an introduction to biomedical instrumentation and imaging with focus on the acquisition and monitoring of vital signals. Basic principles for the selection and appropriate use of instruments for solving bioengineering and medical problems such as microscopy, magnetic resonance imaging, and ultrasounds, among others are addressed.",Prerequisite: PHYS 1200,When Offered: Spring term annually.,['PHYS 1200'],['PHYS 1200'],Engineering
BIOMECHANICS,LEC,4,MR,1:30PM,3:35PM,George Jiren Lee,Jonsson Engineering Center 3207,29,13,16,BMED,2024-05-20,2024-08-16,SUMMER 2024,19917,2540,01,BMED-2540,Biomechanics,"Application of mechanics to the study of normal, diseased, and traumatized musculo-skeletal system. Areas covered include determination of joint and muscle forces, mechanical properties of biological tissues, and structural analysis of bone-implant systems. Case studies are discussed to illustrate the role of biomechanics and biomaterials in the design of implants.",Prerequisite: ENGR 1100,When Offered: Spring term annually.,['ENGR 1100'],['ENGR 1100'],Engineering
