course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
ARCH EXP & PLAN ENGINEERING,SEM,0,,,,Bruce,,500,84,416,ADMN,2020-05-26,2020-08-21,SUMMER 2020,15784,1030,01,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN HUMANITIES,SEM,0,,,,Bruce,,500,3,497,ADMN,2020-05-26,2020-08-21,SUMMER 2020,15785,1030,02,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN ITWS/UNDECIDED,SEM,0,,,,Bruce,,500,5,495,ADMN,2020-05-26,2020-08-21,SUMMER 2020,15786,1030,03,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN MANAGEMENT,SEM,0,,,,Bruce,,500,3,497,ADMN,2020-05-26,2020-08-21,SUMMER 2020,15787,1030,04,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN SCIENCE,SEM,0,,,,Bruce,,500,53,447,ADMN,2020-05-26,2020-08-21,SUMMER 2020,15788,1030,05,ADMN-1030,,,,,,,Other
STUDENT SUCCESS LABS,LEC,0,W,1:00PM,1:50PM,Trzepacz,,120,5,115,ADMN,2020-05-26,2020-08-21,SUMMER 2020,15486,1824,01,ADMN-1824,,,,,,,Other
SUMMER ADMINIST REGISTRATION,LEC,0,,,,Grega,,700,640,60,ADMN,2020-05-26,2020-08-21,SUMMER 2020,14908,6600,01,ADMN-6600,,,,,,,Other
TA TRAINING SEMINAR,LEC,0,,,,Dunn,,500,10,490,ADMN,2020-05-26,2020-08-21,SUMMER 2020,15813,6800,01,ADMN-6800,,,,,,,Other
ARCHITECTURAL DESIGN STUDIO 5,LEC,5,MWR,2:00PM,5:50PM,Crembil,,15,9,6,ARCH,2020-05-26,2020-08-21,SUMMER 2020,15413,4770,01,ARCH-4770,Architectural Design Studio 5,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,LEC,5,MWR,2:00PM,5:50PM,Combs,,15,9,6,ARCH,2020-05-26,2020-08-21,SUMMER 2020,15769,4770,02,ARCH-4770,Architectural Design Studio 5,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,LEC,5,MWR,2:00PM,5:50PM,Virgil,,15,11,4,ARCH,2020-05-26,2020-08-21,SUMMER 2020,15815,4770,03,ARCH-4770,Architectural Design Studio 5,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Crembil,,15,1,14,ARCH,2020-05-26,2020-08-21,SUMMER 2020,15771,4780,01,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Combs,,15,1,14,ARCH,2020-05-26,2020-08-21,SUMMER 2020,15772,4780,02,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Virgil,,15,3,12,ARCH,2020-05-26,2020-08-21,SUMMER 2020,15816,4780,03,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[],Architecture
INTEGRATED DESIGN SCHEMATIC,LEC,5,MWR,2:00PM,5:50PM,Crandall,,10,4,6,ARCH,2020-05-26,2020-08-21,SUMMER 2020,15770,4820,01,ARCH-4820,Integrated Design Schematic,"This studio is a design-based studio that focuses on the integration of structural, technical, detail, zoning, and code-related issues with respect to the design of a moderate to large-scale building of civic importance. Such building types are (but not limited to) libraries, theaters, city halls, judicial buildings, educational buildings, etc. An important focus of the design project will be the relationship of the building to its urban context. An essential part of the design will involve programming of the building as well as responding to numerous of the learning outcomes defined by the NAAB (the accrediting agency for professional architecture programs) for a comprehensive design project. This course is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[],Architecture
MASTER'S THESIS,LEC,1-12,,,,Staff,,10,0,10,ARCH,2020-05-26,2020-08-21,SUMMER 2020,15031,6990,03,ARCH-6990,Master's Thesis,"Active participation in research, under the supervision of a faculty adviser, leading to a master's thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",,,[],[],Architecture
