course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites,school
ARCH EXP & PLAN ENGINEERING,SEM,0,,,,Bruce,,500,0,500,ADMN,2021-05-24,2021-08-20,SUMMER 2021,16625,1030,01,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN HUMANITIES,SEM,0,,,,Bruce,,500,0,500,ADMN,2021-05-24,2021-08-20,SUMMER 2021,16626,1030,02,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN ITWS/UNDECIDED,SEM,0,,,,Bruce,,500,0,500,ADMN,2021-05-24,2021-08-20,SUMMER 2021,16627,1030,03,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN MANAGEMENT,SEM,0,,,,Bruce,,500,0,500,ADMN,2021-05-24,2021-08-20,SUMMER 2021,16628,1030,04,ADMN-1030,,,,,,,Other
ARCH EXP & PLAN SCIENCE,SEM,0,,,,Bruce,,500,0,500,ADMN,2021-05-24,2021-08-20,SUMMER 2021,16629,1030,05,ADMN-1030,,,,,,,Other
STUDENT SUCCESS LABS,LEC,0,W,1:00PM,1:50PM,Trzepacz,,120,0,120,ADMN,2021-05-24,2021-08-20,SUMMER 2021,16388,1824,01,ADMN-1824,,,,,,,Other
SUMMER ADMINIST REGISTRATION,LEC,0,,,,Grega,,700,0,700,ADMN,2021-05-24,2021-08-20,SUMMER 2021,15876,6600,01,ADMN-6600,,,,,,,Other
TA TRAINING SEMINAR,LEC,0,,,,Dunn,,500,0,500,ADMN,2021-05-24,2021-08-20,SUMMER 2021,16652,6800,01,ADMN-6800,,,,,,,Other
ARCHITECTURAL DESIGN STUDIO 5,LEC,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2021-05-24,2021-08-20,SUMMER 2021,16346,4770,01,ARCH-4770,Architectural Design Studio 5,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,LEC,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2021-05-24,2021-08-20,SUMMER 2021,16613,4770,02,ARCH-4770,Architectural Design Studio 5,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 5,LEC,5,MWR,2:00PM,5:50PM,Staff,,0,0,0,ARCH,2021-05-24,2021-08-20,SUMMER 2021,16654,4770,03,ARCH-4770,Architectural Design Studio 5,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Staff,,12,0,12,ARCH,2021-05-24,2021-08-20,SUMMER 2021,16615,4780,01,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Staff,,12,0,12,ARCH,2021-05-24,2021-08-20,SUMMER 2021,16616,4780,02,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[],Architecture
ARCHITECTURAL DESIGN STUDIO 6,LEC,5,MWR,2:00PM,5:50PM,Staff,,12,0,12,ARCH,2021-05-24,2021-08-20,SUMMER 2021,16655,4780,03,ARCH-4780,Architectural Design Studio 6,"This is an upper division architectural design studio that explores topics of contemporary interest to the discipline. Students apply for this studio based on their personal interest and professional objectives. Three such studios Architectural Design Studio 5, Architectural Design Studio 6, and Architectural Design Studio 7, are required for the degree. This course is offered in the fall and spring semesters and is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 4770 Architectural Design Studio 5.,Fall and spring terms annually.,['ARCH-4770'],[],Architecture
INTEGRATED DESIGN SCHEMATIC,LEC,5,MWR,2:00PM,5:50PM,Staff,,10,0,10,ARCH,2021-05-24,2021-08-20,SUMMER 2021,16614,4820,01,ARCH-4820,Integrated Design Schematic,"This studio is a design-based studio that focuses on the integration of structural, technical, detail, zoning, and code-related issues with respect to the design of a moderate to large-scale building of civic importance. Such building types are (but not limited to) libraries, theaters, city halls, judicial buildings, educational buildings, etc. An important focus of the design project will be the relationship of the building to its urban context. An essential part of the design will involve programming of the building as well as responding to numerous of the learning outcomes defined by the NAAB (the accrediting agency for professional architecture programs) for a comprehensive design project. This course is required of all architecture undergraduates in the B.Arch. program.",Prerequisite: ARCH 2830 Architectural Design Studio 4.,Fall and spring terms annually.,['ARCH-2830'],[],Architecture
THE MULTIMEDIA CENTURY,,4,MR,8:00AM,10:05AM,Galloway,,19,0,19,ARTS,2021-05-24,2021-08-20,SUMMER 2021,16622,2540,01,ARTS-2540,The Multimedia Century,"This course will survey the history and theory of the diverse artistic practices of the twentieth century in relation to the development of the mass media and new technologies. Topics will include the Bauhaus, Surrealism, Pop Art, and Postmodernism and will span a spectrum of media from the more traditional, such as painting and photography, to electronic and new media, such as video and digital arts.",,Fall and spring terms annually.,[],[],"Humanities, Arts and Social Sciences"
PRIVATE MUSIC LESSONS: VIOLIN,,1,,,,Morey/Fisher-Loc,,9,0,9,ARTS,2021-05-24,2021-08-20,SUMMER 2021,16583,2750,01,ARTS-2750,Private Music Lessons,Private applied music lessons provide weekly instruction in instrumental and vocal performance. The goal of this class is to develop the student's musical ability relative to capacity and interest. A supplementary lesson fee is charged.,"Students may begin lessons at any level of ability, but auditions may be required where demand for a particular instrument exceeds class capacity.","Fall, spring, and summer terms annually.",[],[],"Humanities, Arts and Social Sciences"
PRIVATE MUSIC LESSONS: VIOLA,,1,,,,Morey/Fisher-Loc,,9,0,9,ARTS,2021-05-24,2021-08-20,SUMMER 2021,16584,2750,02,ARTS-2750,Private Music Lessons,Private applied music lessons provide weekly instruction in instrumental and vocal performance. The goal of this class is to develop the student's musical ability relative to capacity and interest. A supplementary lesson fee is charged.,"Students may begin lessons at any level of ability, but auditions may be required where demand for a particular instrument exceeds class capacity.","Fall, spring, and summer terms annually.",[],[],"Humanities, Arts and Social Sciences"
PRIVATE MUSIC LESSONS: FLUTE,,1,,,,Gerbino/Fisher-Loc,,9,0,9,ARTS,2021-05-24,2021-08-20,SUMMER 2021,16585,2750,03,ARTS-2750,Private Music Lessons,Private applied music lessons provide weekly instruction in instrumental and vocal performance. The goal of this class is to develop the student's musical ability relative to capacity and interest. A supplementary lesson fee is charged.,"Students may begin lessons at any level of ability, but auditions may be required where demand for a particular instrument exceeds class capacity.","Fall, spring, and summer terms annually.",[],[],"Humanities, Arts and Social Sciences"
PRIVATE MUSIC LESSONS: OBOE,,1,,,,Gerbino/Fisher-Loc,,9,0,9,ARTS,2021-05-24,2021-08-20,SUMMER 2021,16586,2750,04,ARTS-2750,Private Music Lessons,Private applied music lessons provide weekly instruction in instrumental and vocal performance. The goal of this class is to develop the student's musical ability relative to capacity and interest. A supplementary lesson fee is charged.,"Students may begin lessons at any level of ability, but auditions may be required where demand for a particular instrument exceeds class capacity.","Fall, spring, and summer terms annually.",[],[],"Humanities, Arts and Social Sciences"
PRIVATE MUSIC LESSONS:CLARINET,,1,,,,Gerbino/Fisher-Loc,,9,0,9,ARTS,2021-05-24,2021-08-20,SUMMER 2021,16587,2750,05,ARTS-2750,Private Music Lessons,Private applied music lessons provide weekly instruction in instrumental and vocal performance. The goal of this class is to develop the student's musical ability relative to capacity and interest. A supplementary lesson fee is charged.,"Students may begin lessons at any level of ability, but auditions may be required where demand for a particular instrument exceeds class capacity.","Fall, spring, and summer terms annually.",[],[],"Humanities, Arts and Social Sciences"
PRIVATE MUSIC LESSONS: SAX,,1,,,,Gerbino/Fisher-Loc,,9,0,9,ARTS,2021-05-24,2021-08-20,SUMMER 2021,16588,2750,06,ARTS-2750,Private Music Lessons,Private applied music lessons provide weekly instruction in instrumental and vocal performance. The goal of this class is to develop the student's musical ability relative to capacity and interest. A supplementary lesson fee is charged.,"Students may begin lessons at any level of ability, but auditions may be required where demand for a particular instrument exceeds class capacity.","Fall, spring, and summer terms annually.",[],[],"Humanities, Arts and Social Sciences"
PRIVATE MUSIC LESSONS: HARP,,1,,,,Caldicott/Fisher-Loc,,9,0,9,ARTS,2021-05-24,2021-08-20,SUMMER 2021,16589,2750,07,ARTS-2750,Private Music Lessons,Private applied music lessons provide weekly instruction in instrumental and vocal performance. The goal of this class is to develop the student's musical ability relative to capacity and interest. A supplementary lesson fee is charged.,"Students may begin lessons at any level of ability, but auditions may be required where demand for a particular instrument exceeds class capacity.","Fall, spring, and summer terms annually.",[],[],"Humanities, Arts and Social Sciences"
